Date,Address,lat,lon,Killed,Injured
4/5/15,"40th and Grand Street, Louisville, Kentucky",38.2429048,-85.8185154,1,4
4/5/15,"1000 block of Blossom Lane, Benton Harbor, Michigan",42.1155996,-86.4336139,0,4
4/7/15,"20 Copeland Street, Rome, Georgia",34.26405,-85.1594693,1,3
4/16/15,"4300 block of East Anderson Drive, Phoenix, Arizona",33.6416532,-111.9894481,5,0
4/18/15,"1800 block of Gibbs Court, Montgomery, Alabama",32.3573348,-86.3358284,0,5
4/18/15,"321 Pine St, Williamsport, Pennsylvania",41.2406623,-77.0032889,0,5
4/18/15,"Martin Luther King Drive, Lumberton, North Carolina",34.5992729,-79.0341864,1,3
4/18/15,"Bost Street, Charlotte, North Carolina",35.2256181,-80.900344,0,4
4/18/15,"Rosa Parks Blvd and Godwin Ave, Paterson, New Jersey",40.9206769,-74.1590819,1,3
4/19/15,"200 block of West Hill Street, Richmond, Virginia",37.5543823,-77.4363426,0,4
4/21/15,"420 Gilmer St., Killeen, Texas",31.1240675,-97.7367158,2,3
4/25/15,"Wood Street, Trenton, New Jersey",40.2217733,-74.7609727,0,4
4/27/15,"State Route 85, Gila Bend, Arizona",32.9473514,-112.7167161,2,2
5/3/15,"1600 block of South William Street, South Bend, Indiana",41.6577919,-86.2560369,0,4
5/3/15,"San Jacinto at Elgin, Houston, Texas",29.7405966,-95.3753177,0,6
5/3/15,"2801 Germantown Street, Dayton, Ohio",39.738817,-84.2402334,1,6
5/3/15,"Friendship Trail, Menasha, Wisconsin",44.2028551,-88.4656061,4,1
5/4/15,"100 block of Roosevelt Avenue, Buffalo, New York",42.93403,-78.809803,1,3
5/7/15,"2300 block of Baltimore Avenue, Cincinnati, Ohio",39.149724,-84.561468,0,4
5/7/15,"16000 block of Cathedral Street, Detroit, Michigan",42.3615387,-83.2031838,0,4
5/10/15,"3600 block of Bosworth Rd, Cleveland, Ohio",41.4544132,-81.7648763,1,4
5/10/15,"Bostwick Avenue, Jersey City, New Jersey",40.7078992,-74.081429,0,4
5/10/15,"19th Avenue and South 16th Street, Newark, New Jersey",40.7313611,-74.2099271,1,3
5/12/15,"Pard Road, Capitol Heights, Maryland",38.8706451,-76.9261922,1,4
5/16/15,"1700 block of North Broadway, Baltimore, Maryland",39.3097106,-76.5953102,0,5
5/17/15,"4671 S Jack Kultgen Fwy, Waco, Texas",31.4992001,-97.148148,9,18
5/18/15,"8000 block of School Way, Kinloch, Missouri",38.7449286,-90.319119,0,4
5/18/15,"Northwest 75th Street and Northwest 16th Avenue, Miami, Florida",25.8428541,-80.2242982,1,4
5/20/15,"800 block of Linwood Avenue, Baltimore, Maryland",39.283227,-76.5756093,1,3
5/23/15,"2400 block of South 9th Street, Fresno, California",36.7141647,-119.7585401,2,2
5/24/15,"1002 Main St, Brockton, Massachusetts",42.0655826,-71.0159935,0,5
5/24/15,"W. 12th Street and Hammerberg Road., Flint, Michigan",42.9943692,-83.7045381,0,7
5/24/15,"Smiley Court, Montgomery, Alabama",32.3357363,-86.3489235,1,3
5/24/15,"2700 block of Dayton, Saint Louis, Missouri",38.6421128,-90.2151976,0,4
5/26/15,"6700 block of Tara Lane, New Orleans, Louisiana",30.028931,-89.9845859,2,2
5/28/15,"84th and Q, Omaha, Nebraska",41.2053054,-96.0430723,0,4
5/28/15,"6200 block of South Honore Street, Chicago, Illinois",41.7811844,-87.6703152,0,5
5/28/15,"2700 block of West 3rd Street, Chester, Pennsylvania",39.832514,-75.390168,1,3
5/30/15,"4200 block of Market Street, San Diego, California",32.7114963,-117.1046852,0,4
5/31/15,"16209 block of Laverne Avenue, Cleveland, Ohio",41.4367119,-81.8116978,3,1
5/31/15,"9222 Ardwick Ardmore Road, Springdale, Maryland",38.937582,-76.846653,1,3
5/31/15,"849 Chapel Street, New Haven, Connecticut",41.3059572,-72.9250911,0,5
6/3/15,"Davidson Street, Wyandanch, New York",40.7403106,-73.3621405,3,1
6/5/15,"900 block of West 3rd St, Davenport, Iowa",41.5223834,-90.5859248,0,5
6/5/15,"2100 block of Governor Nicholls Street, New Orleans, Louisiana",29.9704395,-90.0734257,1,3
6/6/15,"100 block of Warren Avenue, Buffalo, New York",42.893619,-78.832927,1,4
6/6/15,"100 block of North Lorel Avenue, Chicago, Illinois",41.882337,-87.7587975,0,5
6/7/15,"Boulder Creek Road, Deer Lodge, Montana",46.469515,-113.23526,5,0
6/9/15,"North Market Street and North Spring Avenue, Saint Louis, Missouri",38.6520436,-90.2256286,1,3
6/10/15,"South Vermont Avenue and West 88th Street, Los Angeles, California",33.9579315,-118.2916382,1,3
6/11/15,"468 Trumbull Avenue, Bridgeport, Connecticut",41.2211684,-73.1963711,1,8
6/11/15,"3400 block of Burkett, Houston, Texas",29.7282104,-95.3578326,1,3
6/12/15,"24th Avenue and 36th Street, Allapattah, Florida",25.8092123,-80.2361427,0,4
6/13/15,"600 block of Highway 279, Fayetteville, Georgia",33.5330416,-84.4550662,1,4
6/13/15,"451 North Flynn Street, Milledgeville, Georgia",33.08375,-83.244913,1,3
6/13/15,"2409 Creston Avenue, Bronx, New York",40.8607256,-73.8995102,0,5
6/13/15,"500 block of Se 69th St, Oklahoma City, Oklahoma",35.395125,-97.50335,0,4
6/14/15,"2800 block of Mitchell Street, Camden, New Jersey",39.9498745,-75.0874308,1,3
6/14/15,"1800 block of North Kingston, Tulsa, Oklahoma",36.1808714,-95.909606,0,4
6/14/15,"1400 block of North Market Street, Saint Louis, Missouri",38.6479724,-90.1961658,0,4
6/15/15,"673 Flatbush Avenue, Brooklyn, New York",40.6568345,-73.9599419,0,4
6/16/15,"600 block of Northwest 177th Street, Miami Gardens, Florida",25.9362814,-80.2108574,0,4
6/17/15,"110 Calhoun Street, Charleston, South Carolina",32.7874986,-79.9331176,9,0
6/19/15,"80 River Street, Woonsocket, Rhode Island",42.0003849,-71.5177038,0,4
6/20/15,"Dexter and Webb, Detroit, Michigan",42.3796507,-83.124059,1,11
6/20/15,"N/A, Morven, North Carolina",34.8640437,-80.0011724,0,4
6/20/15,"4100 block of Ogden Street, Philadelphia, Pennsylvania",39.9690803,-75.2058475,0,11
6/21/15,"Rebecca and East Swissvale Avenue, Pittsburgh (Wilkinsburg), Pennsylvania",40.4381915,-79.8795557,0,4
6/21/15,"726 Georgetown St, Lexington, Kentucky",38.068558,-84.502293,1,4
6/22/15,"700 block of East Hilton Street, Philadelphia, Pennsylvania",39.99748,-75.1171599,0,7
6/24/15,"2110 Madison Ave, New York (Manhattan), New York",40.8122532,-73.9361898,0,4
6/27/15,"Weir Street, Taunton, Massachusetts",41.8945663,-71.0909451,1,3
6/27/15,"Stringham Court, Detroit, Michigan",42.3914762,-82.9726802,0,4
6/28/15,"Gratiot and Loretto, Detroit, Michigan",42.41602,-82.9902114,0,5
6/28/15,"N/A, Venice, Illinois",38.6722727,-90.169832,0,6
6/28/15,"100 block of East St, Harrington, Delaware",38.9209967,-75.5748436,0,6
6/29/15,"13450 NW 30th Ave, Opa Locka, Florida",25.8962731,-80.2482745,0,4
7/2/15,"Lynn and Michigan, Indianapolis, Indiana",39.7746909,-86.1948215,1,3
7/4/15,"2600 Douglas Place SE, Washington, District of Columbia",38.8563328,-76.9886426,1,3
7/4/15,"2500 block of West Broadway, Louisville, Kentucky",38.2490319,-85.793653,0,4
7/4/15,"Dewey Avenue, Pittsfield, Massachusetts",42.454233,-73.260351,1,4
7/4/15,"Bellevue and Rich Street, Syracuse, New York",43.0333763,-76.1612452,0,4
7/4/15,"1100 block of West Avenue, San Antonio, Texas",29.4720014,-98.5260119,0,4
7/5/15,"3500 block of Hearne Avenue, Shreveport, Louisiana",32.4801104,-93.7804034,0,8
7/5/15,"1400 block of McCulloch Street, Fort Wayne, Indiana",41.0731137,-85.1179931,0,9
7/5/15,"200 block of S. Clinton St, East Orange, New Jersey",40.7585582,-74.2204756,1,3
7/7/15,"900 block of West Fayette Street, Baltimore, Maryland",39.290137,-76.632362,3,1
7/12/15,"Sip and Van Wagenen avenues, Jersey City, New Jersey",40.7319888,-74.0706819,0,4
7/13/15,"11959 162nd Street, Norwalk, California",33.8844449,-118.0777371,0,4
7/13/15,"400 block of McCloud Avenue, Stockton, California",37.9709024,-121.2913681,1,4
7/14/15,"1100 block of Riverview, Saint Louis, Missouri",38.7227374,-90.2360569,0,4
7/15/15,"500 block of Center Hill Avenue, Atlanta, Georgia",33.7689178,-84.463758,0,5
7/15/15,"3500 block of West Garrison Boulevard, Baltimore, Maryland",39.345746,-76.676779,1,3
7/15/15,"700 block of Thornhill, Cleveland, Ohio",41.5376373,-81.6018428,0,7
7/15/15,"9200 block of Memorial, Detroit, Michigan",42.3624386,-83.2117259,0,4
7/15/15,"7050 Old State Road, Holly Hill, South Carolina",33.346705,-80.450021,4,1
7/16/15,"4051 Amnicola Highway, Chattanooga, Tennessee",35.0950899,-85.2534476,6,2
7/16/15,"Singleton and Hampton, Dallas, Texas",32.7786664,-96.8564664,0,5
7/17/15,"4400 block of W. Maypole, Chicago, Illinois",41.8845549,-87.7358389,0,5
7/17/15,"3100 block of Sunshine Avenue, Cincinnati (Westwood), Ohio",39.1436051,-84.5788865,0,4
7/18/15,"200 block of South Bancroft Street, San Diego, California",32.7043325,-117.1239213,0,4
7/18/15,"Ojai-Santa Paula Street, Santa Paula, California",34.4008569,-119.0804986,0,5
7/18/15,"1550 Weston Ct NE, Salem, Oregon",44.9488444,-122.991172,1,4
7/18/15,"300 block of Brice Street, Baton Rouge, Louisiana",30.4456985,-91.1709962,2,2
7/19/15,"100 block of North Capitol Street, Suffolk, Virginia",36.7257222,-76.5677611,0,4
7/19/15,"2928 W Kentucky St, Louisville, Kentucky",38.2436354,-85.8024211,0,6
7/19/15,"Interstate 64 and Raliegh Street, Rocky Mount, North Carolina",35.9457418,-77.7612345,0,4
7/20/15,"E. 153rd St. and the Grand Concourse, Bronx, New York",40.8211462,-73.9256347,0,6
7/21/15,"Northwest 25th Avenue and Miami Gardens Drive, Miami Gardens, Florida",25.9410738,-80.2433943,1,3
7/22/15,"5500 block of Old Atlanta Road, Suwanee, Georgia",34.0802264,-84.1271935,5,0
7/23/15,"3141 Johnson Street, Lafayette, Louisiana",30.2019856,-92.0457369,3,9
7/27/15,"900 block of Kent Street, Rockford, Illinois",42.2637442,-89.1089549,0,5
7/30/15,"Brushton Avenue, Pittsburgh, Pennsylvania",40.4583162,-79.8885673,0,4
8/2/15,"Stanley Avenue and Crescent Street, Brooklyn, New York",40.6654714,-73.8675196,0,9
8/2/15,"2700 block of Garrison Avenue, Baltimore, Maryland",39.3498586,-76.663106,0,7
8/2/15,"4800 block of West Kamerling Avenue, Chicago, Illinois",41.9050743,-87.7460866,1,4
8/2/15,"Barnard Street, Savannah, Georgia",32.0630579,-81.1003681,0,5
8/2/15,"6700 block of South Winchester Avenue, Chicago, Illinois",41.7720758,-87.6725184,0,4
8/3/15,"98 Dwight Street, Brooklyn, New York",40.6758699,-74.0100312,0,5
8/4/15,"2500 block of Semple, Saint Louis, Missouri",38.6719599,-90.2690874,1,4
8/6/15,"1505 Garden Plaza, Columbia, South Carolina",34.012126,-81.0133479,0,4
8/8/15,"4908 Greenwood Drive, Gastonia, North Carolina",35.1924169,-81.2398206,2,3
8/8/15,"833 Anderson Street, Blytheville, Arkansas",35.9193572,-89.8966844,1,11
8/8/15,"2211 Falling Oaks, Houston, Texas",29.9198058,-95.4518511,8,0
8/9/15,"Poplar Street, Forest, Mississippi",32.3640451,-89.4381909,1,3
8/9/15,"15200 block of Hazelridge, Detroit, Michigan",42.4245629,-82.9650327,1,3
8/9/15,"40th Street and Pennsylvania Avenue, Kansas City, Missouri",39.055055,-94.5931285,0,4
8/10/15,"1700 block of East 10th Street, Long Beach, California",33.7789722,-118.170906,0,4
8/15/15,"West Prospect Avenue, Pittsburgh, Pennsylvania",40.4475329,-80.0743212,1,3
8/15/15,"57th Street and South Normandie Avenue, Los Angeles, California",33.9909671,-118.3002142,0,4
8/15/15,"2868 Bamberg Road, Orangeburg, South Carolina",33.479049,-80.909048,1,3
8/16/15,"3651 Sycamore School Rd, Fort Worth, Texas",32.633589,-97.372308,0,6
8/16/15,"5400 block of West Division Street, Chicago, Illinois",41.902459,-87.761159,0,4
8/16/15,"Highway 38N, Bennettsville, South Carolina",34.6084346,-79.679436,0,5
8/19/15,"500 Genesee St, Rochester, New York",43.1403267,-77.6349897,3,4
8/20/15,"FM 2360, Grulla (La Grulla), Texas",26.2750092,-98.6458902,2,2
8/21/15,"2700 block of Hinson Drive, Durham, North Carolina",36.029841,-78.8779867,0,8
8/21/15,"Mathis and Prentice, Cincinnati, Ohio",39.159499,-84.390824,2,5
8/22/15,"State Road 408, Orlando (Pine Hills), Florida",28.5490933,-81.4576687,0,4
8/22/15,"302 East Reed Street, Roswell, New Mexico",33.3816365,-104.5182121,3,1
8/23/15,"1100 block of Kansas Avenue, Modesto, California",37.6459865,-121.0234226,1,7
8/25/15,"Fern Street and Olive Street, New Orleans, Louisiana",29.9617748,-90.1111943,1,3
8/26/15,"3025 W. Van Buren Ave, Chicago, Illinois",41.875697,-87.702034,2,2
8/26/15,"5000 block of Drew Avenue North, Minneapolis (Brooklyn Center), Minnesota",45.0486514,-93.3271275,0,4
8/26/15,"800 block of 19th Street, West Palm Beach, Florida",26.7318343,-80.0594532,2,2
8/27/15,"928 Blanco Circle, Salinas, California",36.6544886,-121.6375717,2,2
8/28/15,"589 Flatbush Avenue, Brooklyn, New York",40.659134,-73.9603062,1,3
9/5/15,"6800 block of Fieldvale Place, Charlotte, North Carolina",35.1607214,-80.9103642,1,3
9/5/15,"300 block of Pearl Street, Daytona Beach, Florida",29.2131116,-81.0294801,0,4
9/5/15,"5000 block of Hollywood Boulevard, Las Vegas, Nevada",36.086897,-115.0289456,1,3
9/5/15,"1509 Ashley Street, Columbia, Missouri",38.9676973,-92.3165527,0,4
9/7/15,"9300 block of Sunrise, Gary, Indiana",41.597053,-87.225583,2,4
9/7/15,"1909 Blake Street, Denver, Colorado",39.7537712,-104.9955042,0,4
9/8/15,"N/A, Berlin, Georgia",31.0682441,-83.623778,0,4
9/8/15,"56th and Green, Chicago, Illinois",41.7924749,-87.6463316,0,4
9/11/15,"1000 North Carolina Music Factory Blvd., Charlotte, North Carolina",35.2393768,-80.8456537,0,5
9/12/15,"1500 block of Clanton Street, Shreveport, Louisiana",32.4580324,-93.7608966,0,4
9/12/15,"1st Ave. and N. 5th St., Minneapolis, Minnesota",44.9803774,-93.2737554,0,6
9/12/15,"1200 block of 22nd Ave. N., Minneapolis, Minnesota",45.0015071,-93.2956592,1,3
9/13/15,"1910 South Pine Avenue, Ocala, Florida",29.1683301,-82.1386983,1,5
9/15/15,"Irvine Turner Boulevard and West Kinney Street, Newark, New Jersey",40.7321149,-74.1892581,0,4
9/17/15,"36705 379th Street, Geddes, South Dakota",43.3152581,-98.6044435,6,0
9/17/15,"500 block of W. Broadwell Street, Albion, Michigan",42.256896,-84.7600575,0,4
9/19/15,"3900 block of Graceland Avenue, Indianapolis, Indiana",39.8263726,-86.1627844,1,3
9/20/15,"900 block of Pratt Street, Philadelphia, Pennsylvania",40.0308054,-75.0928795,1,3
9/20/15,"5700 block of South LaSalle, Chicago, Illinois",41.7909299,-87.6292084,1,5
9/23/15,"Dale Street and Veronica S. Shoemaker Boulevard, Fort Myers, Florida",26.6471872,-81.8403765,0,4
9/23/15,"1300 block of Reddington Lane, Norcross, Georgia",33.910472,-84.174445,1,3
9/24/15,"5100 block of South Morgan Street, Chicago, Illinois",41.8015233,-87.6502019,0,5
9/25/15,"1300 block of May Street, Danville, Illinois",40.1401769,-87.6022501,0,4
9/27/15,"1140 Hill Haven Road, Greenville, Georgia",33.0327023,-84.724823,0,10
9/27/15,"5200 block of South Justine, Chicago, Illinois",41.79939,-87.663847,0,4
9/27/15,"1700 E. 18th St., Kansas City, Missouri",39.091355,-94.5619258,0,4
9/28/15,"1800 block of Hewitt Avenue, Cincinnati (Evanston), Ohio",39.1373897,-84.4719926,0,5
9/28/15,"5300 block of South Aberdeen Street, Chicago, Illinois",41.797707,-87.65289,2,3
9/28/15,"1921 Oakridge, Dayton, Ohio",39.7583911,-84.2357924,0,4
10/1/15,"1140 Umpqua College Rd, Roseburg, Oregon",43.291178,-123.334899,10,9
10/2/15,"5400 Reisterstown Road, Baltimore, Maryland",39.3460021,-76.688399,1,4
10/6/15,"300 block of North Payson Street, Baltimore, Maryland",39.2919467,-76.6488716,0,5
10/9/15,"216 E Mountain View Drive, Flagstaff, Arizona",35.189276,-111.649455,1,3
10/10/15,"6135 Mount Moriah Road, Memphis, Tennessee",35.0700738,-89.8593388,0,6
10/10/15,"1900 block of West Boulevard, Charlotte, North Carolina",35.214263,-80.889749,0,4
10/10/15,"2405 N Flora, Peoria, Illinois",40.717024,-89.601322,1,3
10/12/15,"4731 Glenwood Road, Decatur, Georgia",33.7369637,-84.2243115,0,4
10/17/15,"2224 First St, Fort Myers, Florida",26.6440355,-81.8701195,1,4
10/17/15,"160 Easy Shopping Place, Elkhart, Indiana",41.6907322,-85.966219,0,4
10/18/15,"2600 block of Caffin Avenue, New Orleans, Louisiana",29.977196,-90.011173,0,4
10/19/15,"300 Campbell Avenue, Calumet City, Illinois",41.629428,-87.550872,0,6
10/22/15,"3500 John A. Merritt Blvd, Nashville, Tennessee",36.1682498,-86.8260896,1,3
10/24/15,"682 Dixie Ave., Bamberg, South Carolina",33.3011129,-81.0336301,0,4
10/25/15,"2339 Stricklands Crossroads Road, Four Oaks, North Carolina",35.364437,-78.357259,0,5
10/25/15,"Seventh Street and Broadway, Phoenix, Arizona",33.4067144,-112.0645687,1,4
10/25/15,"4300 block of Wheeler Road SE, Washington, District of Columbia",38.8325545,-76.9881007,0,5
10/26/15,"711 E Virginia St, Evansville, Indiana",37.981724,-87.5544733,0,5
10/27/15,"1700 block of Southcrest Drive, Fort Worth, Texas",32.6707729,-97.345196,0,5
10/28/15,"400 block of Morgan Street, Houma, Louisiana",29.5950081,-90.7305463,1,3
11/2/15,"2217 Refuge Road, Pendleton, South Carolina",34.64737,-82.749033,4,0
11/3/15,"Ella Street and Kings Road, Jacksonville, Florida",30.347467,-81.6926869,2,3
11/6/15,"1000 block of Feliz Drive, Bakersfield, California",35.350331,-118.9895333,0,4
11/7/15,"Bayaud and Bannock, Denver, Colorado",39.7147978,-104.9899697,1,3
11/8/15,"4397 NW 6th Drive, Des Moines, Iowa",41.640188,-93.626328,1,3
11/8/15,"13859 8 Mile Road, Warren, Michigan",42.4512311,-82.9831985,0,4
11/9/15,"400 block of North Beville Ave, Indianapolis, Indiana",39.7728622,-86.1230294,2,2
11/13/15,"1300 block of South Shirley Oaks Drive, Jacksonville, Florida",30.4659425,-81.6057169,4,1
11/14/15,"1159 Main St, Johnstown, Pennsylvania",40.3435688,-78.883312,0,4
11/15/15,"5600 block of Blakemore Street, Philadelphia, Pennsylvania",40.0482827,-75.1601797,0,4
11/15/15,"800 block of County Road 2217, Tennessee Colony, Texas",31.807593,-95.806857,5,0
11/16/15,"1400 block of County Road 664, Cherokee (county), Alabama",34.2313351,-85.6933245,3,1
11/18/15,"California Avenue and Martin Luther King Jr. Boulevard, Fresno, California",36.7214086,-119.7998626,0,5
11/21/15,"Stricker and School, Baltimore, Maryland",39.3057902,-76.6419338,1,3
11/22/15,"1800 block of FM 802, Brownsville, Texas",25.924811,-97.4066538,0,4
11/22/15,"203 Broadway, Newburgh, New York",41.5001986,-74.0164156,0,5
11/22/15,"4100 block of West Roosevelt, Chicago, Illinois",41.8661269,-87.7276188,0,4
11/22/15,"1900 block of Gallier Street, New Orleans, Louisiana",29.9747756,-90.0371554,0,17
11/23/15,"90 block of S. Terrace Avenue, Columbus, Ohio",39.9533603,-83.0663712,4,1
11/23/15,"Morgan Avenue North, Minneapolis, Minnesota",45.0312886,-93.3046532,0,5
11/24/15,"1321 Colletta Court, Horry (county), South Carolina",33.8706674,-79.1396831,0,4
11/27/15,"3480 Centennial Blvd, Colorado Springs, Colorado",38.8808965,-104.8489757,3,9
11/27/15,"7900 block of Florin Road, Sacramento, California",38.4953396,-121.410714,2,2
11/29/15,"648 E. Court St, Kankakee, Illinois",41.119334,-87.857852,0,5
12/2/15,"1365 South Waterman Avenue, San Bernardino, California",34.075779,-117.2777623,16,19
12/2/15,"100 block of West 33rd Street, Savannah, Georgia",32.0607278,-81.1000248,1,3
12/6/15,"Market Street, Raceland, Louisiana",29.719339,-90.6093227,1,3
12/8/15,"2300 block of Baltimore Avenue, Cincinnati (Fairmount), Ohio",39.1360889,-84.559073,1,3
12/11/15,"5100 block of Park Heights Avenue, Baltimore, Maryland",39.3482879,-76.67506,1,3
12/11/15,"200 block of  Brownsville Road, Pittsburgh (Mount Oliver), Pennsylvania",40.415868,-79.987511,0,4
12/12/15,"Whitaker Street, Savannah, Georgia",32.0671405,-81.0976067,0,4
12/12/15,"307 Jefferson St, Lovejoy (Brooklyn), Illinois",38.6573795,-90.1683902,1,3
12/13/15,"5550 S. Flower Street, Los Angeles, California",34.0158468,-118.2826487,1,3
12/13/15,"17000 block of Keelson Lane, Huntington Beach, California",33.7115986,-117.9907468,0,4
12/20/15,"11th and Castle Street, Wilmington, North Carolina",34.2288726,-77.9345553,1,4
12/20/15,"21630 Southwest 120th Avenue, Miami (Goulds), Florida",25.5659366,-80.3867803,1,4
12/20/15,"Northeast Seventh Avenue and Northeast 166th Street, Miami-dade (county), Florida",25.9277617,-80.1862322,0,4
12/21/15,"14600 block of East 14th Street, San Leandro, California",37.7097918,-122.1344693,0,4
12/25/15,"Franklin and Odessa, Jacksonville, Florida",30.3328796,-81.6394057,0,4
12/25/15,"785 Schillinger Rd S, Mobile, Alabama",30.6729701,-88.2215986,0,4
12/26/15,"4210 Macalester St, Philadelphia, Pennsylvania",40.0142141,-75.1211119,0,4
12/27/15,"North Parkway, Jackson, Tennessee",35.6486031,-88.8176188,0,4
12/31/15,"1900 block of Amelia Street, New Orleans, Louisiana",29.930363,-90.095893,0,6
1/6/16,"2312 East Magnolia Street, Lakeland, Florida",28.0505547,-81.9133782,3,1
1/7/16,"3800 block of Kerwood Avenue, Memphis, Tennessee",35.2336271,-89.9362666,1,3
1/8/16,"1700 East Capitol Street Northeast, Washington, District of Columbia",38.8903247,-76.9795263,0,4
1/8/16,"1500 block of South Kedzie, Chicago, Illinois",41.8609241,-87.705496,1,4
1/11/16,"900 block of Brown Street, Wilmington, Delaware",39.7350736,-75.5672256,1,4
1/17/16,"Ditchley Road and Gill Lane, Ware Neck (Gloucester Courthouse), Virginia",37.4000818,-76.4373384,1,3
1/23/16,"8105 Avalon Blvd, Los Angeles, California",33.9653677,-118.2654023,2,2
1/25/16,"140 S. D Street, Perris, California",33.7847078,-117.2286829,1,4
1/26/16,"Airport Way S. and S. Atlantic St., Seattle, Washington",47.5903084,-122.3226381,2,3
1/27/16,"1401 N. George Washington Hwy, Chesapeake, Virginia",36.7904711,-76.330199,6,0
1/30/16,"67th and Missouri Avenue, Glendale, Arizona",33.5165652,-112.2048404,3,5
2/3/16,"1500 block of Butler St. SE, Washington, District of Columbia",38.8611709,-76.9839445,0,4
2/6/16,"12800 block of Cook Street, Los Angeles, California",33.9164169,-118.2706863,1,3
2/6/16,"10th Street, Apopka, Florida",28.6657609,-81.5025753,0,4
2/6/16,"8123 N Nebraska Ave, Tampa, Florida",28.0218932,-82.4509738,2,6
2/7/16,"Davis Avenue, Pass Christian, Mississippi",30.3217229,-89.2443023,2,4
2/7/16,"7432 Universal Blvd, Orlando, Florida",28.4554551,-81.464975,2,10
2/7/16,"547 State St, Rochester, New York",43.1642357,-77.6230683,1,7
2/7/16,"6500 block of South Green Street, Chicago (Englewood), Illinois",41.77596,-87.6461684,0,4
2/13/16,"5425 Lapalco Boulevard, Marrero, Louisiana",29.8748622,-90.1082222,0,4
2/14/16,"8449 Gulf Freeway, Houston, Texas",29.6726926,-95.263815,1,3
2/14/16,"Earnest Friday Road, Eutaw (Union), Alabama",32.989047,-87.9097851,0,5
2/19/16,"4100 block of Buena Vista Road, Edgerton, Missouri",39.4925406,-94.6372523,4,0
2/19/16,"509 Porter Street, Vallejo, California",38.088301,-122.2454966,1,3
2/20/16,"2810 E. Bearss Ave, Tampa, Florida",28.0810232,-82.4279982,1,3
2/20/16,"5581 Cracker Barrel Blvd, Kalamazoo, Michigan",42.2365283,-85.6747669,6,2
2/20/16,"231 Co Rd 201, Iuka, Mississippi",34.7542645,-88.1405843,2,3
2/20/16,"200 block of Elm Street, Bessemer, Alabama",33.373094,-86.975925,1,3
2/20/16,"446 S Parramore Ave, Orlando, Florida",28.5366853,-81.3892661,0,4
2/21/16,"5100 block of Idaho Street, Houston, Texas",29.6870021,-95.3436883,0,5
2/23/16,"4812 West Sunnyside Ave, Glendale, Arizona",33.5924172,-112.1627374,5,0
2/23/16,"1042 Sheridan Road, Daytona Beach, Florida",29.209039,-81.044772,0,4
2/25/16,"200 S Ridge Rd, Hesston, Kansas",38.1357057,-97.4252262,4,14
2/26/16,"300 block of Horseshoe Rd., Belfair, Washington",47.5041617,-122.9313557,5,0
2/27/16,"13051 Lashmere Ct, Woodbridge (Lake Ridge), Virginia",38.669599,-77.353618,2,2
2/28/16,"8800 block of Livernois, Detroit, Michigan",42.359364,-83.1383732,0,5
3/4/16,"900 E 5th Ave, Columbus, Ohio",39.9864733,-82.9805451,1,3
3/5/16,"116 North Mead, Wichita, Kansas",37.6867959,-97.3287243,0,4
3/6/16,"890 Atlanta St, Roswell, Georgia",34.0228347,-84.3619929,0,4
3/6/16,"900 block of West Victoria Street, Compton, California",33.867781,-118.2389731,1,8
3/7/16,"800 block of Martin Luther King Jr. Drive, Lafayette, Louisiana",30.2495862,-92.0247937,0,4
3/7/16,"3000 block of South 36th Street, Kansas City, Kansas",39.0475649,-94.6698804,5,0
3/8/16,"Sherman St, San Antonio, Texas",29.433961,-98.464248,2,3
3/9/16,"1304 Franklin Ave, Pittsburgh, Pennsylvania",40.4381988,-79.8729198,5,3
3/11/16,"2600 block of Hazelwood, Detroit, Michigan",42.3714836,-83.1074886,2,2
3/11/16,"Oliver Avenue, Trenton, New Jersey",40.2390145,-74.7780545,0,5
3/12/16,"Interstate 880, Oakland, California",37.7985649,-122.2747755,0,4
3/13/16,"50 South Road, Fort Myers, Florida",26.5768909,-81.8674266,0,4
3/15/16,"Donald Lee Hollowell Drive, Atlanta, Georgia",33.7768109,-84.459575,0,5
3/19/16,"12050 NW 4th Court, Plantation, Florida",26.1250579,-80.3094117,1,4
3/19/16,"South Shelby Street, Wetumpka, Alabama",32.5382681,-86.2139577,2,2
3/21/16,"5700 block of West Washington Boulevard, Chicago, Illinois",41.88238,-87.768658,0,4
3/25/16,"8501 E. Alameda Avenue, Denver, Colorado",39.711154,-104.889554,0,4
3/31/16,"6800 block of South Throop, Chicago (Englewood), Illinois",41.770355,-87.657037,0,4
4/7/16,"2200 block of East 70th Place, Chicago, Illinois",41.7672555,-87.5712641,0,4
4/9/16,"Mt Moriah Road and Ridgeway Road, Memphis, Tennessee",35.0724122,-89.8634906,0,4
4/9/16,"West 15th Street and Crawford Avenue, Anniston, Alabama",33.6636468,-85.8501035,0,4
4/10/16,"76th and Sheridan, Milwaukee, Wisconsin",43.1182626,-88.0060965,1,3
4/16/16,"9500 block of Oakland, Detroit, Michigan",42.3882354,-83.0741777,1,4
4/16/16,"1100 block of Conley Street, Orlando, Florida",28.5329354,-81.3935984,2,4
4/16/16,"Baxter Street, Enterprise, Alabama",31.3036645,-85.8154565,0,4
4/17/16,"600 block of Westmoreland Street, Philadelphia, Pennsylvania",39.998675,-75.1189,3,1
4/17/16,"200 block of Eastview Road, Pelzer, South Carolina",34.6421833,-82.437006,1,3
